,name,review_time,review
"Ground Floor, 451, 17th Cross Rd, Sector 4, HSR Layout, Bengaluru, Karnataka 560102",Kiran Gowda,an hour ago,
"19:29,19-02-2024",Varun Kumar,a day ago,Terrible frappe. Just full of ice. What are you guys saving on??
,BIJU JACOB,4 days ago,
,Shantanu Pal,a week ago,
,Ravi Kumar Reddy Koothati,a week ago,
,Jebin BV,2 weeks ago,
,Subodeep Ghosh,2 weeks ago,
,Aman Gautam,3 weeks ago,"Compared to other coffee places in the neighborhood the prices are hiked and most of the food items are stale or frozen. Not even the bread is fresh.
Considering that it's a well known brand the place has one of the worst customer …"
,Swathi Reddy,4 weeks ago,"Worst CCD i have ever visited, i ordered for a devil's own and the guy who took my order ""Akash"" was extremely rude and was not able to customise my order.. he was very uptight and was rudely telling us we can't customise the order.. very disappointed and will never visit this branch again.. worst coffee experience"
,Mahesh SR,4 weeks ago,"Horrible experience with the service, the guy(akash) who took our order was extremely rude and didn't serve us with what we had asked for, we had to return it back asking specifically to make the changes again. I will never be visiting again."
,DrAiswarya,4 weeks ago,Best place to get a coffee for coffee addicts ❤️
,nagarjun saka,a month ago,"Good place to hangout,
great wifi speed for workaholics."
,SSN SSN,a month ago,One of the renowned coffee shops of Bangalore
,Zen toshi,a month ago,
,Akshay P,a month ago,"Neat and clean shop.
Would appreciate more if they maintain the toilet as well"
,Soulful,a month ago,
,siddharth vasistha,a month ago,Good coffee but a little on the expensive side
,Aayushee Gupta,a month ago,"Sundae had brownies which were too tight and hard to eat. The server took the order and asked to pay later. Had to wait for too long for the order to arrive and when asked, the items were already prepared kept on their tables and the server …"
,Janet John,a month ago,"Ordered a tea and it was the worst. Just added alot of premix and less of milk, it tasted really bad couldn't drink it and I'm sure there is a standard proportion which has to be followed. The Barista made it in a hurry."
,Sujith Khapare,a month ago,
,Ramakrishnan Srinivasan,a month ago,Very good hospitality
,Luthfiya tasneem khan,a month ago,"The atmosphere was so bad. There was just one person working and it was late, around 9:30pm so I understand it must be hard for a single person to maintain the whole place but none of the tables were cleared up, and the washroom was in the worst state. No complaints on the coffee though."
,Christopher H D,2 months ago,
,Paridhi Sethiya,2 months ago,Turnaround time for orders need to be increased. It took almost 1.5hrs for processing a small order
,Rashmiranjan Routray,2 months ago,Stepping in feels like a warm hug from your favorite mug
,Sandeep Barange,2 months ago,
,suresh kumar m,2 months ago,Nice things to have but more expensive for middle family
,Choclateboy Sadiq Coorg,3 months ago,
,Manjesh D V,3 months ago,
,Eshita Bhargava,3 months ago,
,Sam L,3 months ago,"It's very average. They didn't seem to clean the place too often after their customers left. The place we sat for coffee, there were many cigarette buds and the outside sitting area, if it's evening time, there are lots of mosquitoes. …"
,Nanditha214 Nanditha214,3 months ago,
,janmenjaya Nanda,3 months ago,
,Abimanyu Senthil,3 months ago,
,Dhawan M,3 months ago,
,Dhanesh Kumar,3 months ago,
,Surya,4 months ago,Not so Good. We order coffee but not getting after half an hour. They told coffee machine is not working. Not customer oriented.
,VENU KR,4 months ago,An extraordinary price in HSR layout with good ambience for meeting. Service is very good. Ample parking on the roadside adds to your delight. Have a nice time..!
,Janet John,4 months ago,Team solved the issue immediately and replaced the meal but still the food was very bad
,Sonalin S,5 months ago,
,Siri Praveen,5 months ago,"The waiter didn't let me order what I wanted, instead forced me to order something else. Worst service ever"
,Zubulon Nadar,5 months ago,
,sreenivasteja madala,5 months ago,
,Mani Shiva,5 months ago,
,prateek singh,5 months ago,
,Amith Kumar .M.P.,5 months ago,
,Kantharaju B M,5 months ago,
,vinay bharadwaj,5 months ago,
,garima singh,5 months ago,"Visited to pick up some goodies for gifting.
Amazing buy as I got good stuff in affordable price. Loved the Mug. Lot of options I added and customized it according to my preference. …"
,Gurumurthi G,5 months ago,Good
,CHAKRU,6 months ago,
,Srinivas V,6 months ago,
,Dhananjay Kumar,6 months ago,
,ranjan singh,6 months ago,
,Sonam vm,6 months ago,Been a long long time..... Happy capaccino time....
,Sushant kashyep,6 months ago,
,Thapu Ramdas (Rambo),6 months ago,
,Arnab Boruah,6 months ago,"I had a cheesecake, taste was bad, not fresh.
Seems Ingredients are not fresh, so don't like it.
Go and have some coffee. My recommendation will be coffee only.
Atmosphere wise it was good."
,mahesh kumar,6 months ago,Very good ambience
,Shubham B,6 months ago,
,Suma Sonu,6 months ago,"Cold coffee was okay-ish, brownie was good. They're running out of stock, whatever I have asked for, it was a little disappointing."
,venkat prasad,6 months ago,
,Deep Singh,7 months ago,Went there for a late night coffee and they served it in disposable cups as the did not have cutlery. Overall a sad place. Many better other options in vicinity.
,YUGANDHAR REDDY,7 months ago,
,Suraj R,7 months ago,
,Shaan RL,7 months ago,Best Atmosphere
,Sandeep Reddy,7 months ago,The paneer burger was also very nice.
,Shibu Thomas,7 months ago,
,Khyamadita Nayak,7 months ago,
,AKHIL AJITH,7 months ago,
,Yeshas Nag,7 months ago,
,Sudhir Sharma,8 months ago,"Coffee machine is normally under repair.Why not have a backup.
Not a good place if you are limited by time."
,Sahil Bhatia,8 months ago,
,Vaishnavi,8 months ago,
,Mukesh K,8 months ago,
,jagadish kumar,8 months ago,
