,name,review_time,review
"Noor, Capital Cinema Building, Murzban Rd, opposite CST Station, Azad Maidan, Fort, Mumbai, Maharashtra 400001",Rajan Dhargalkar,a week ago,
"22:45,19-02-2024",Rajkamal Chawla,2 weeks ago,
,Nitin Singhal,2 weeks ago,
,#_DIPU_ THAKOR_,3 weeks ago,Exlent Good
,Juan Mingorance M.,3 weeks ago,This place needs a paint job
,Thriti,4 weeks ago,
,Eric Gill,a month ago,"This is an easy option for a Brit . Straight forward Americano strong enough and a mile better than the ,still, ubiquitous instant still served generally in India . Very pleasant staff and comfortable  surroundings ."
,Amar Singh Dixit,a month ago,The morning staff is very friendly and welcoming. The interior is same as all the CCDs however what makes it amazing is the extra polite staff we have encountered. Black coffee both cold and hot are nice options and you can ask for strong …
,Anshul Agrawal,a month ago,"Mulled n spiced winter warmer
Nice tea
Thank you
Yogesh suggested"
,Umakant Surya,2 months ago,
,Biswajit Mishra,2 months ago,Really tasty. Nice place.
,Sunit Dhabe,2 months ago,
,Divyani,2 months ago,"One of my most most most favourite CCD in Mumbai. It’s opposite to CSMT station, right next to McDonald’s.
The place is extremely cozy, the food ofcourse is good but the best thing is the …"
,Jesse St Louis,2 months ago,"Good strong ice coffee that 271 rupees, double what I paid for my filling breakfast around the corner.  But ambience and a/c are a nice break from the bustle across from the railway station.  They have free wifi BUT you need an India SIM to sign into it.  Also a relatively clean western style toilet if that matters to you."
,Komal Gala,3 months ago,
,aashish rajput,3 months ago,"Very nice place coming this place since more than 8 years now. Staff is very good.
Sushma,Manisha has been the best staff. Keep doin the best guys."
,Bansri Shah,3 months ago,
,Mayank Patle,3 months ago,Had cold coffee and devil's own.. Had a fantastic time. Thank you yogesh for the service
,Vallabh Awari,3 months ago,Ilachi chai here is great
,samiksha talekar,3 months ago,"Cafe mocha very testi and also very nice staff Pranali and yogesh
It's a good people and nice service 😊😊☕😋😋 …"
,Fazal Shaikh,3 months ago,Nice coffee staff veri nice sarvise cappuccino veri nice 🙂🙂 …
,Dhairya Patel,3 months ago,
,Barry Lumsden,3 months ago,"Friendly and efficient staff, thanks Manisha. Two coffees and a muffin. Other outlets give a choice of beans, I'd like to see that here next time I visit.
Aircon working well, need it today."
,Baig Mujeeb,3 months ago,Cappuccino test was amazing 👏 😍   Thabk you Yogesh fir the lovely coffee …
,apoorva khandke,3 months ago,
,SANJAY JHAVERI,3 months ago,"frappe is very very delicious 😋😋
staff Yogesh,pranali,sushma,,Rahul n Manisha r very nice humble n sweet in nature
always smiley …"
,Sanju Jain,3 months ago,"Cappuccino is very awesome, staff are very nice , service is good"
,jalal Ansari,3 months ago,Dark freepe real lyrics coffee amazing 🥳🤗💯💯🎉🎊 …
,oxy shroud,3 months ago,Burger was amazing . Do must try tandoori burger .
,royal gst,3 months ago,"Classic lemonade is superb. Staff person Yogesh is amazing.
Good service"
,Sayyad mo nazir Nakhvi,3 months ago,Commendable services by staff.
,Hunaifa khan,3 months ago,Excellent service by yogesh he is very kind and cheerful person .
,Ninio Ninio,3 months ago,"Great coffee , very enjoyable and excellent service from Manisha and Yogesh. Recommended!"
,Hitesh Channel,3 months ago,
,Sayyed haider,3 months ago,Coffee very costly
,MUSTAKI KABAREYA,3 months ago,
,Rohith Akula,3 months ago,
,Sachin Sharma,3 months ago,"Good place in a very prominent location

Best part you get a parking as well"
