,name,review_time,review
"Ground Floor, Meera CHS Ltd, New Link Road, Near Mega Mall, Oshiwara, Andheri West, Mumbai, Maharashtra 400053",Shaizad Thekiya,5 days ago,
"14:55,23-02-2024",Anjali Verma,a week ago,
,Ramzan Ali,a month ago,
,ASHOK KUMAR KG,a month ago,nice experience
,Drashti Vajar,a month ago,
,Vinay Kumar,a month ago,
,Abdul Raheem,a month ago,Please help me
,RS Pl,a month ago,Nice
,Naga Barath,a month ago,
,Jasvender Singh,a month ago,
,SALASAR SARKAR E-SERVICES,a month ago,Nice
,Gangesh Deshmukh Vlogs,a month ago,Great place to hangout!
,Adarsh Guota,a month ago,
,Sujeet Kumar,2 months ago,
,Adarsh Arya,2 months ago,
,Abdul Hameed,2 months ago,
,Sushil Yadav,2 months ago,Location is perfect easy to find. Right place for short meetings Service is reasonably good..
,Nidhi Singh,2 months ago,
,abhay Mandal,2 months ago,
,Nikhil Kumar,2 months ago,Awesome 👍 …
,RAJA PATEL,2 months ago,Nice
,Salman Shaikh,2 months ago,Awesome cafe it's
,Sachin Jadhav,2 months ago,
,Pinki Kumari,2 months ago,Good cofee
,UMESH KUMAR JAT,2 months ago,
,Manish Barod _ 03,2 months ago,
,lidiya delphin,2 months ago,
,Amol Ajabe,2 months ago,
,Ben Aneesh,2 months ago,
,Ashokkumar Soni,2 months ago,Nice environment for relaxing over a cup of coffee and also a conducive place to conduct serious discussion or meetings
,Rajvi Gangar,3 months ago,
,Sk Fariduddin,3 months ago,
,Vicky 1983,3 months ago,Love the ambience and the location here..CCD has served the best coffee always ..i had a great time having coffee here n chit chatting with my friends ..one of my best coffee shops
,Ashish Saksena,3 months ago,Great laid back place and environment!
,miten saraiya,3 months ago,
,Jayanti Prajapati,3 months ago,
,Pratap Bhavnani,4 months ago,Cozy and comfortable
,rajesh rathore,4 months ago,
,Yogen Bhatt,4 months ago,Love the location of the place and great coffee!
,Pooja Pal,4 months ago,
,Aman Dhiman,4 months ago,
,Jayesh Naik,4 months ago,Good!
,car stetus video 121,4 months ago,"This is a lot of coffee
Once upon a time I came here"
,Reyaz Ahmad,4 months ago,so much amazing delicious coffee there yummy 🤤 my mouth is watering can't forget it …
,Aditya Kamble,4 months ago,Good place to have a great time with different types of coffees.
,Sai Kiran,4 months ago,
,vaishnavi kola,4 months ago,Wow
,Abhijit Naik,4 months ago,Exlent food and service
,Vahith E,4 months ago,
,Riyaz Ansari,4 months ago,
,K R,4 months ago,"Decent service, but the place needs a good cleaning and better maintenance. The atmosphere is quite sad, too."
,Gaffar Shahik,4 months ago,Oshiwara CCD is very Nice place Staff was also very Polite Service also very good.
,kiran mir,4 months ago,"Good place to just hang out and chill, while watching the world go by when sitting outside."
,Bhavesh Kapadia,5 months ago,
,Rochan Tendulkar,5 months ago,
,Radheshyam Mishra,6 months ago,Very good drink
