,name,review_time,review
"Ground Floor, Dev Chaaya CHS Ltd Opposite Sobo Central, Haji Ali, South Mumbai, Maharashtra 400034",Sufiyan Khan,a day ago,
"14:46,23-02-2024",Hussain Wangrelwala,a week ago,
,Archana Yadav,2 weeks ago,
,Nilesh Salunkhe,a month ago,
,Bakul Patel,a month ago,
,Aaryan .T,a month ago,
,Nitin Londhe,a month ago,
,Suyash Kamat,a month ago,"Decent coffee, spacious place. Plenty of sockets so good place to work from. Service was very prompt."
,Kirti Dharia,a month ago,"Love having coffee here ,it's kind of a go to place for me . The hazelnut cappuccino and devil's own are personal favorites."
,Swapnali Bhojane,a month ago,Loved pastry 🍰 …
,Sourabh Mishra,a month ago,
,Jeet Chandan,a month ago,"Third class behaviour
No parking
They should close this CCD"
,Vishal Mehta,2 months ago,There is no staff we have to go and get it
,Minesh Shah,2 months ago,"It is good, cheaper then other cafe and nice one"
,Sameer Sanghvi,2 months ago,The smoke from the smoking area comes in.
,Swapnil Desai,2 months ago,
,Arbaz Hussain,2 months ago,
,Amit Kamble,2 months ago,Nice service and good product
,Vinayak Konde,2 months ago,Triple sec coffee  I had just now which tastes soothing and good for this climate
,salasar multitrade,2 months ago,CASN BE MUCH BETTER
,belwalkar mangesh,2 months ago,"I generally liked the setup of this CCD. One thing i have already shared with the staff is that food needs to improve. People coming to spend longer time would need something substantial to fill their tummies, i guess people won't mind paying for it. Overall this is a decent cafe to spend time with friends or just working."
,Juzer Doctor,2 months ago,
,VICTOR MAITY,3 months ago,A good place to hang out.
,Ankita Moria,3 months ago,
,MAHESH MISHRA,3 months ago,
,Omkar Pendhari,3 months ago,
,Danish Mansuri,3 months ago,
,Abdullah Mehsaniya,3 months ago,
,Arfiya Ansari,3 months ago,Is it budget friendly? What is the budget?
,Ameet Panchal,3 months ago,
,Rohinton Jamshedwala,3 months ago,
,Indra Kumar Vasu,3 months ago,Wonderful experience and good ambience 👍🏼👍🏼👍🏼 …
,बद्री लाल कटारा,3 months ago,Good service
,Divy Hingu,3 months ago,
,Ramesh Kumar,3 months ago,Great Place with excellent ambience
,Vimalraj Kandhasamy,3 months ago,
,Suraj Pal,3 months ago,
,Ummeayman Rangwala,3 months ago,
,Dr. Purvi Chhablani,3 months ago,
,neeraj ujjainwal,3 months ago,
,ham Z,3 months ago,Very good ambient and staff are friendly too mr prasad and abdus helped me to choose the best for me
,SHAFIK KHAN,3 months ago,
,Omkar Bhate,3 months ago,"Amazing service, very friendly staff and tasty food!"
,DurgeshNandini Rai,3 months ago,"Food was not worth, coffee was good as always........."
,Akshay Kadam,3 months ago,
,Mitali kothare,3 months ago,
,Yash Karaday,3 months ago,"A Tranquil Haven for Work and Relaxation!

Cafe Coffee Day has become my new go-to office away from the office! The …"
,Ash Ally,3 months ago,Very nice ambience
,Rikin Jariwala,3 months ago,
,KETTAN SANGHAVI,3 months ago,
,Mukesh Suthar,3 months ago,"A spacious cafe where they make the tastiest frappuccinos and cappuccinos, and the staff is super friendly. Plus, their food is really good."
,Prashant Kamerkar,3 months ago,Cafe is GOOD also Staff members is very helpful
,akhil chopra,4 months ago,
,mann rawat,4 months ago,Excellently
,Raj Raj,4 months ago,Nice
,karan tapare,4 months ago,
,Vamsi krishna Chintala,4 months ago,An excellent quality and staff
,Parvathy T.N,4 months ago,Very great experience.
,Nilesh Pawar,4 months ago,"Nice place to hangout, great and cool ambience"
,rohit codechef,4 months ago,Good experience
,Chetan Shyak,4 months ago,
,Gurcharan Sehra,4 months ago,Good place to hang out and also to conduct official meetings
,Mohammed Engineer,4 months ago,
,dhaval panchal,4 months ago,
,Manan Shah,4 months ago,"Good place to hangout, closes by 11.30pm, good coffee, spacious. very light music should be played"
,ZAKI AHMAD Qureshi,5 months ago,
,J Nikam,5 months ago,"Visited on 9 th September 2023,the person working as sweeper served food on table,not hygienic policy"
,xavier albuquerque,5 months ago,Relaxed
,Milan Patel,5 months ago,
,Sidharth Verma,5 months ago,
,Swapnil Kamble,6 months ago,"So for quite a long time me and my friends visited here for coffee and chill, yesterday the waiter said if you are not ordering anything you can't sit here which was very rude. …"
,Manav Jain,6 months ago,
,Milla Panthaki,6 months ago,
,Natasha M,6 months ago,
,Karan Kansare,6 months ago,
