,name,review_time,review
"23/2 Coffee Day Square, Vittal Mallya Rd, near Cubbon Park, Bengaluru, Karnataka 560001",Sanjeev Ramki,an hour ago,Loved the atmosphere and the cuper comfy seating. Service was quick and prompt and the staff knew exactly what to recommend.
"19:26,19-02-2024",SiMbA,5 hours ago,"Nice place, no crowd, you will feel comfortable. Good staffs"
,Pavan Kumar,19 hours ago,
,Shikha Priyanka,3 days ago,Aparna is gracefully prompt in the order and she also meet up the requirements of the order.
,Ravi Kumar,6 days ago,
,Ramanathan V,6 days ago,Great location. Parking available. Good for catchup and short meetings - official or otherwise !
,Yash Kapoor,6 days ago,
,Aashiq T M,a week ago,
,Ravi Kumar,a week ago,
,appani Srinivas,a week ago,Excellent
,Jomin J Thachankary,4 weeks ago,"Easily visible from the junction, especially in the night. It’s in a building that has some similarities with the burj al arab. The interior and the ambiance is great, great service and great food too. It has good views of the street and …"
,Firmir Ahmed,2 weeks ago,"Hands down the best CCD ever. They elevate the experience of a CCD to Gourmet levels. The chef is just too good. The staff is very cooperative ND the place is very child friendly. Going to be a frequent customer here. Over all excellent, highly recommend!!!"
,Surabhi Venkatesh,5 months ago,"Peaceful ambience. Parking space is available.
The service was very late, we got our food an hour after we ordered!
The paneer tikka sandwich and wedges were of average taste. The hazelnut cold coffee was perfect!! Must try the chocolate fondant - it was too good!"
,Sukrutha Chandana,5 months ago,Hey...cafe coffee day square at lavelle road has  recently started with their food menu. And they are just yum and tasty. There are only 4 outlets in India which are serving food menus. This delicious food is handcrafted by their in-house chefs. This is a must try .
,Sona Suzanne,2 months ago,"Lovely experience at Cafe Coffee Day- The Square. Ordered Hot Chocolate, and sandwiches. Food was fast and yum. The service was awesome too. Restrooms are maintained well."
,Tejaswini s,a month ago,"Been here a couple of times and the best part in here is the hospitality and the atmosphere, the management is great. An employee named Pranav was very kind and helpful during the whole time. Kudos Pranav and thank you! 😊 …"
,Dakshayani Vyramudi,5 months ago,"Cool & one of my fav place coffee day near Vittal Malay road
Now they serving new menu which we must try with amazing coffee and dessert too also this you can work from cafe & have meetings would be best place
Do visit and enjoy the amazing coffee and food"
,Navi Kp,4 weeks ago,"Cafe Coffee Day - The Square, located in a prime area, stands as a flagship outlet of the renowned Cafe Coffee Day (CCD) chain. This cafe differentiates itself from the regular CCD outlets with its upscale ambiance, an extensive menu, and a …"
,ARUSHI JAIN,3 months ago,"This is one of the best coffee places. We had mocha coffee, mexican burrito bowls and tandoori sandwiches. …"
,Faisal Rizvi,2 weeks ago,"PLEASE AVOID VISITING THIS OUTLET UNLESS YOU WISH TO DEMEAN YOURSELVES BY BEING SHOOED OUT!
They have introduced a cover charge. Photo attached! …"
,Simon Ricky,2 weeks ago,A perfect place for business meeting.
,Deepak Rajan,2 weeks ago,
,Firmir Ahmed,2 weeks ago,"Hands down the best CCD ever. They elevate the experience of a CCD to Gourmet levels. The chef is just too good. The staff is very cooperative ND the place is very child friendly. Going to be a frequent customer here. Over all excellent, highly recommend!!!"
,Heena Dagia,2 weeks ago,Food and ambience was awesome.
,Sneha Prabhu,2 weeks ago,
,Hakeem Ruba,2 weeks ago,Great location for business meetings
,Faisal Rizvi,2 weeks ago,"PLEASE AVOID VISITING THIS OUTLET UNLESS YOU WISH TO DEMEAN YOURSELVES BY BEING SHOOED OUT!
They have introduced a cover charge. Photo attached! …"
,vinod kumar,2 weeks ago,"Useless place, A fraud company, cheaters and money minded guys,

The company is definitely going to be doomed. Avoid this place at all …"
,Parthiban Ramaswamy,2 weeks ago,I had a meeting at the Square today. I hurriedly came by an Auto. The driver didn’t have change. So I asked the person at the Cash for 2 x Rs 50 in exchange of Rs 100. I told him i came to Square for a meeting.  Even then the Cashier …
,Aaron Antony Paul,3 weeks ago,The coffee was great
,Adarsh Mishra,3 weeks ago,
,Udbhav Gambhir,3 weeks ago,Waste of time charging 300 for cover charge
,Joydeep Mukherjee,3 weeks ago,Beware of cover charges
,Ankita Priya,3 weeks ago,Very rude staff
,Siddharth Taneja,3 weeks ago,"Don’t waste your time going here they want to charge 300 per person as cover charge when they are completely empty
Don’t go here at all"
,Yaroslava Poedinok,3 weeks ago,"Aparna was very helpful.  She listens abouy your requirements in food. Food was tasty,  coffee delicious."
,Saloni Vinay,3 weeks ago,
,Mai photos,3 weeks ago,Worst company ever don't visit and don't work in this company... I had work for 7 month and after my notice period got over they are not giving me my Salary and experience latter .. no proper management of the company...
,sneha sonam,3 weeks ago,
,Deepu Reddy,3 weeks ago,
,Vasanth Madhav,3 weeks ago,"My favorite joint, good for meeting people"
,Biju Varghese,3 weeks ago,
,kushal sakaria,3 weeks ago,
,Navi Kp,4 weeks ago,"Cafe Coffee Day - The Square, located in a prime area, stands as a flagship outlet of the renowned Cafe Coffee Day (CCD) chain. This cafe differentiates itself from the regular CCD outlets with its upscale ambiance, an extensive menu, and a …"
