,name,review_time,review
"126, Thiruvenkatasamy Rd W, Near Corporation Girls Higher Secondary School R.S.Puram, R.S. Puram, Coimbatore, Tamil Nadu 641002",Srinidhi Sridhar,a day ago,
"19:35,19-02-2024",Vignesh athreya,a week ago,
,PC Balasubramaniam PCB,2 weeks ago,"One of the best hangout spot in Coimbatore. Have a hot sip of coffee and can do your job. I love their garlic bread, sandwiches varieties.  The sizzler here is a must try! Cappuccino, cafe latte, elaichi tea frappe are also my favorite. Located in prime spot RS Puram, Coimbatore."
,Daniel Gonsalves,3 weeks ago,"Decent outlet.
As usual  the same ccd products.
Prices have gone up. …"
,Utkarsh Raman,3 weeks ago,Chilli cheese toast was awesome.
,priya nagesh,3 weeks ago,
,Praveen selvaraj,4 weeks ago,
,Vijai K,a month ago,Very bad  food and service . The baristas were new and messed up 5/6 orders . Not a recommended place .
,SARAVANAKUMAR SUBRAMANIAN,a month ago,
,Goutaman Kesavan,a month ago,
,Mujirahman Rahman,a month ago,
,tv suguna sekharan,a month ago,
,sankaran dhina,a month ago,
,Sundar Rathi (S. A. Sundar),a month ago,
,Boopathy Vignesh,a month ago,
,Dharani Dharan,a month ago,
,hanish harish,a month ago,
,sarathh babu,2 months ago,
,Vignesh K,2 months ago,"Though the shop is marked as open till 12 am, service was refused by 10:57 pm"
,Navin Thakur,2 months ago,Nice place good location
,Aishwarya Rajagopal,2 months ago,Good place for meeting\discussions
,Basekudos Interior design,2 months ago,
,Sarah S,2 months ago,Swiggy delivery missed my drink but Joel from this location came to deliver the drink by myself. Joel is a gem! #HighTouchService
,Lakshmi Narayanan Murugan,2 months ago,
,jeevan kumar,2 months ago,
,BIBHUTI BHUSAN MOHANTY,2 months ago,Please make it more spacious
,Dinesh Mohan,2 months ago,
,Priya Murthyrao,3 months ago,
,Suresh Dharshan - Success,3 months ago,
,Muruganantham Duraisamy,3 months ago,
,Amy Cornr,3 months ago,Good! The ambiance is quite too gloomy
,Nishanth Selvarajan,3 months ago,
,suresh rajan,3 months ago,Best place for
,Pastor Jeevanandam Advocate. R,3 months ago,My family friend who owns this place has given me coffee for rent.
,Santhoshkumar J.,3 months ago,
,Dinesh re,4 months ago,"Awesome service and cafe look clean and hygiene maintained good and properly...
Keep going team...
🤗🤝 …"
,karthikeyan,4 months ago,
,balaji .k,4 months ago,
,Manthira krish,4 months ago,
,VINOTH SIVAM,4 months ago,Nothing to crib about. Amazing ambience at the prime location. Beware of mosquitos if you are sitting outside.
,Sri Hari,4 months ago,
,Nived Samuel,4 months ago,
,R. NITIN,4 months ago,
,Aswath Srimari R,5 months ago,Perfect place to sit and work. Gourmet hot as well as cold chocolate are my favourite. These two are my repeat orders.
,Suneel Ram,5 months ago,
,Vignesh Moorthy,5 months ago,Cheap and quality less
,Shreejit Saha,5 months ago,
,Mahes Waran (Mahe),5 months ago,
,Sankar Kumar Ravichandran,5 months ago,
,Lakshman Kumar,5 months ago,Wonderful and great 💯 …
,Sathish Kumar,5 months ago,
,Dr C,5 months ago,"You will be wondering if this shop is even working..No greeting to the customer,shabby dirty tables..and the stinky smell ..
Was shocked seeing the service here this morning.. the coffee was very pathetic …"
,Jayadev Enterprise,5 months ago,A nice joint to have small meetings
,Raj Shekar,5 months ago,
,KGV KGV,6 months ago,
,Hari Packers and Movers Transport Coimbatore (S.sivaganesan),6 months ago,
,Sathishkumar Krishnan,6 months ago,Good casual meeting place in RS Puram
,mithun anand,6 months ago,
,Dharani Kumar Isaiah,6 months ago,
,Venkata Ramanan,6 months ago,Awesome place
,Sarvesh S,6 months ago,
,Gokulnathan N,6 months ago,
,dhamini kandavel,6 months ago,Always the best in taste. And service by Ahsan was good
,Deepika S,6 months ago,
,Vidur Varshan,7 months ago,
,Kolanchiyammal R,7 months ago,
,Kanisha Subashini,7 months ago,
,Saravanakarthik K,7 months ago,
,Srinivasan R,7 months ago,
,Suresh Kumar,7 months ago,
,Admiral mac,7 months ago,
,Yogesh Chermaraj,7 months ago,
,Durai R,8 months ago,
,Murali Dharan,8 months ago,
,P Rithika,8 months ago,
,Subash V,8 months ago,Good
,senthill kumar.m,8 months ago,
,JATIN DS,8 months ago,The best place to have coffee and relax yourself
,Pranesh Nallamuthu,8 months ago,
,francis kokila,8 months ago,
,Tejaswini,8 months ago,
,Rajesh Prabhu G,8 months ago,Had a nice coffee and nice chat with friends... Awesome atmosphere
,Aravinthraj,8 months ago,
,Tnagar Bhai-Biryani,8 months ago,
,Ananth A,8 months ago,
,vignesh vicky,8 months ago,
,Vijayaraj Arumugam,9 months ago,
,Danakeshwaran NDN,9 months ago,
,Jegan Jeyaseelan,9 months ago,"Not the first though..
A great place to sit and discuss official matters. The coffees served here adds more energy for the discussion. Apart from different coffee flavours, they also serve snacks"
,Renuka K,9 months ago,
,Saravana priyan S,9 months ago,Great time with friends and good atmosphere out there
,Nandhini Chandraskeran,9 months ago,Excellent staff and the brand speaks
,Charulatha Jain,9 months ago,Service is not that great
,Sai Janani Krishnan,9 months ago,
