,name,review_time,review
"Cordial Cyber Castle, Kulathoor, Thiruvananthapuram, Kerala 695582",Amal Dev,2 days ago,Enjoy one of the Best coffee ☕ in town with sandwich & cakes in good ambience..wow just loved it!!
"20:49,19-02-2024",USHA ALAMELU,a week ago,Beautiful ambience and classy coffees to chill out
,Sajesh Alarambil,a week ago,"Good meeting place. Parking facility, electric vehicle charging option"
,G Lobo,2 weeks ago,
,Shefin Mohd,3 weeks ago,
,Jemshid KK,3 weeks ago,
,Mannu Thomas,4 weeks ago,
,nithin varghese,a month ago,Nice place to just chill 😎 ☕️ …
,Anooj E S,a month ago,Nice ambiance
,Harisankar P S,a month ago,
,omji v,a month ago,
,Ajin Vishnu,a month ago,😱😭 …
,Jackson John,2 months ago,It was a good place next to Techno park to have pleasant time..
,Vinod Erinjery,2 months ago,Coffee didn't came nice at this counter.  I shall try once more at this counter before registering a complaint . Thanks
,Vimal Raj,2 months ago,
,Hanudha N.K,2 months ago,
,Akash AS,2 months ago,
,Naseef Nizar,2 months ago,
,joel george,2 months ago,"We had ordered food and were having a good conversation, when the staff came up to the table and said if we wanted to order any more items, to which we said no.. the staff cleared the table and then asked us to vacate saying that if we are …"
,dileep kumar,2 months ago,
,Gopika Satheesh,3 months ago,"A nice cafe to spend our quality time.. suitable for self date , get together a family snack and so on. A bit pricey but ohk to treat ourselves with good quality food and service"
,shamju s,3 months ago,
,A J Fernandez,3 months ago,Loved the place and the service.
,Monisha Mohanan,3 months ago,Calm and quiet place for evenings
,Midhun R S,3 months ago,
,Sreekar Pai,4 months ago,Service I felt even better than star bucks.
,Nevin Jose Antony,4 months ago,
,Aravind S Nair,4 months ago,Silent atmosphere for small meetings.
,Shine TVPM,4 months ago,Good ambience and service
,Don V.Yesudas,5 months ago,
,Infernado Genesis,5 months ago,
,Zahid Hussain,5 months ago,
,VISHNU R,5 months ago,
,Zainu Shams,5 months ago,Typical CCD outlet. Tangerine cappuccino is a must try
,Sareesh Ravindran,5 months ago,
,Shilldas,6 months ago,
,Abdul Latheef Mohamed,6 months ago,
,ghassan faisal,6 months ago,"The place is quiet and comfortable, the types of coffee offered have a distinctive flavor, the prices are more appropriate than other brands in the same field, the place is suitable for meetings or to sit and talk with friends"
,Rejith P Ravindradas,6 months ago,Good place for evening talk with friends !!
,NIKHIL JYOTHY,6 months ago,
,Amaldas KH,6 months ago,
,Aaron Kurian Koshy,6 months ago,
,Vivek Thomas,7 months ago,
,Sreejith B,7 months ago,
,ABHIJITH R,7 months ago,
,Hena Maheen,7 months ago,
,NITHIN J M,7 months ago,
,Sooraj John,7 months ago,
,Aby Alex,7 months ago,Good working space with nice coffee
,Vidhya Snair,7 months ago,Ordered a coffee called Hot velvet but got a tasteless coffee which was neither cold or hot . Really disappointed. It's a waste of time and money and people who really like coffee will hate it if they drink it here. Please avoid Cafe Coffee Day shop in kulathoor if you are a coffee lover.
,Karthika,8 months ago,
,Dr.Dharani Chellapandiyan,8 months ago,Calm place
,Karthika P Saji,8 months ago,
,Akhil Kareem,8 months ago,
,Anunanda Vijayan Suma,8 months ago,
,Jaleena Justin,8 months ago,
,benjamin thomas,8 months ago,Understaffed and crowded!
,Bee Fateema T Shiras,9 months ago,
,Toxic Arun,9 months ago,Great place for quick meet-up and discussion like small meeting. The ambiance is also great. Had a great time and would surely like to visit again.
,സഫീർ കിണറ്റുമുക്ക്,9 months ago,
,Gopakumar K,9 months ago,Excellent coffee shop. Choices of coffee tea with snacks. Keeps up reputation of brand
,Adarsh Thalamittath Anil,9 months ago,The coffee as you like it
,Akhil M D,9 months ago,
,Reju RK,10 months ago,
,ashitha k,10 months ago,
,Rosh Joseph,10 months ago,
,Reghu Shankar,10 months ago,"Great ambience, good food, but services and certain add on goods fall short of expectations given the price (eg. usage of sachet sauce, packed chips etc)."
,Rameez Kappan,10 months ago,Good service but shop closes at 12.45pm
,Vishnu N Chandran,10 months ago,
,Kritika Silwal,10 months ago,
,Aromal Harisree,10 months ago,
,Manu Varghese,10 months ago,
,sufyan muhamed,10 months ago,
,Rekha ss,10 months ago,
,cakesbyswathyss,11 months ago,
,حنيف بن محمد,11 months ago,
,Aravind Sunil kumar,11 months ago,
,kirthi nair,a year ago,Good ambience
,VISHNULAL K V,a year ago,
,Ashik Nizar,a year ago,
,Swathy K Sunilkumar,a year ago,
,mathews joseph,a year ago,
,Giri Nair,a year ago,"Coffee and tea were very good as usual. Snack was also good. Parking is a problem and the customers seem to be not the old refined type.
Velvet coffee is strong and pinch of bitter not for the weak taste lovers. Cheese cake average."
,ABDUL SHUKKUR,a year ago,
,Hridya Karthikeyan,a year ago,
,Manuel Varghese,a year ago,
,Asok Anand,a year ago,
,Rajesh P S,a year ago,Not a great place
,Anandu Ashokan,a year ago,"Very good waiters, service was excellent"
,Sreelekshmi L,a year ago,
,Sajin M,a year ago,
,Allen Joseph Anthuvan,a year ago,
,Prakash Mithra,a year ago,
,Devdutta Khalatkar,a year ago,More on expensive side...
,Satheesh Gn,a year ago,I went to their Kazhakuttom shop along with my friends and client from Germany. I was trying to buy some items to give to my colleague as part of the Christmas Santa child activity. Things were not in proper arrangement and due to which one …
,Jithin Koshy,a year ago,"Good range of Beverages as expected. Ambience is good but at times there are too many flies in the place. If the staff were to look at some sort of solution for this, it would be a nice place to hangout."
,Binu Thomas,a year ago,
,ram kumar,a year ago,
,Rahul A.K.,a year ago,New york cheese cake was Not that good.
,Yulia Orlova,a year ago,
,Paul Sebastian,a year ago,
,Sivaram Amritha,a year ago,
,Hari Narayanan,a year ago,"First of all customer service was oustanding, employees showed very good hospitality and service.
I ordered sandwich and i loved it🤤 and also good ambience and cafe was very hygienic. …"
,Sandra Maliyekkal Sabu,a year ago,
,Sreejesh Krishnan,a year ago,"Positives: less crowded, power outlets for your laptops, and there is an Ather power grid charging outlet in the parking lot. …"
,Nan (u),a year ago,"With all the cafés and bistro nearby, CCD doesn't feel worth it any more."
,priyatham chintala,a year ago,
,NabinSha,a year ago,
,Amal p,a year ago,
,PS TOURS &TRAVELS,a year ago,
,Kiran B,a year ago,
,Catherine Benjamin,a year ago,
,Shef ee,a year ago,
,Aswathy Sunan,a year ago,
,Lakshmi Nair,a year ago,Just Ok
,Arun Unnikrishnan,a year ago,
,Aalap Pradeep,a year ago,Awesome coffee and superb hospitality❤️
