,name,review_time,review
"No, 20, NH 32, Grand Southern Trunk Rd, Sri Sathya Sai Nagar, West Tambaram, Irumbuliyur, Chennai, Tamil Nadu 600045",Anand,a day ago,
"19:14,19-02-2024",David Jawahar,5 days ago,"Located right on GST road. Near Tambaram. As the Americans say it is a great ""third space"
,nandhu ila,6 days ago,"Brownie sundae is awesome
Cheese cake is not good.. To be frank, cheese cake is not worth for 300É??"
,DHAYANITHI ALAGESAN,6 days ago,
,Abhay Darwin,a week ago,
,SK Muralirajhan,a week ago,
,Gokul Gokul,2 weeks ago,
,Dinesh kumar,2 weeks ago,
,Mohamed Musthaq,2 weeks ago,
,Bala Krishnan,2 weeks ago,We had hazelnut cappuccino and gourmet Belgian hot chocolate. It was the usual CCD taste. (good but not great) É??
,P.Dinesh Kumar,3 weeks ago,Ok place for meeting discussions
,Babitha Rajeev,3 weeks ago,
,Merwin Thomas,3 weeks ago,
,Joseph Ilanthendral,3 weeks ago,
,Lenin Jaganathan,3 weeks ago,
,John Job,4 weeks ago,"Had some different coffees and it was very good, It was a great place to hangout with friends"
,Shiva Sundaram,a month ago,Good place for meeting up a friend or to sit and do remote work. Free wifi and power outlet available for laptop charging.
,Vijith Halestoph,a month ago,Just like any other CCD outlet.
,viki eshwaran,a month ago,
,Mohan Kumar,a month ago,Coffee taste is good but not great as IÉ??ve experienced in other coffee days. Snack items are tasty. A bit costly for small piece of hazelnut brownie.
,Aswin Prasad,a month ago,"This is my Go to coffee place in Chennai every time I fly out of India. I come from North TN in Car, this CCD is conveniently located in GST road with decent parking available. The Staff here are friendly and the service was fast and courteous. Restrooms were clean and the Food was good as usual."
,Barath Bar,a month ago,Good
,Kuthbul Akthab,a month ago,Nice place to enjoy with loved ones
,Raja .R,a month ago,
,Lakshmipriya Krishnan,a month ago,
,Sivajiganesan manivannan,a month ago,
,justin dhas,a month ago,
,Nisha Rahman,a month ago,Calm place
,MARI U,a month ago,
,Valan Grace & Truth,a month ago,
,Akshaya Jayadevan,a month ago,
,Mouli,a month ago,Good
,suraj S,a month ago,
,Satish Murugesan,a month ago,
,johnson ayyadurai,a month ago,
,Swetha Surendran,a month ago,
,Faizal Badhusha,a month ago,
,Ravindran S,a month ago,"Best place to meet people on business. Meet Families, Friends in a atmosphere of class. Similar vibe as Starbucks. It's worth the money."
,ELAYARAJA NATARAJAN,a month ago,Parking issue is there.
,Sugumar p Sugumar p,a month ago,
,Ravi Ks,2 months ago,Counter people are lazy . No proper response
,Mohnish Chandramouli,2 months ago,
,Sarava Nan,2 months ago,
,Angella Davis,2 months ago,
,Graham Staines Smith,2 months ago,
,Ganesh Ramsakthi Mohan,2 months ago,
,Bala mech,2 months ago,
,Sushme Pratiksha,2 months ago,
,Vijay Kumar,2 months ago,Worst behavior to costumers
,jana vicky,2 months ago,
,Bala The Elated,2 months ago,
,Rajesh Kumar,2 months ago,
,Siva kumar Srinivasan,2 months ago,
,MUGESHKUMAR M,2 months ago,
,Ramesh Kumar,2 months ago,
,shiv mani,2 months ago,
,gladston varghese,3 months ago,
,Divya Bharathi,3 months ago,
,Premnath Ponnuchamy,3 months ago,"I liked the ambience of this place and the roadside view that it provided. The staff are super friendly and the coffees are great , not to mention the great corn and spinach sandwiches. Perfect companion for long drives as quite many is É??"
,Sangeeth Unni,3 months ago,"Tried mandarin cold brew and hazelnut espresso with ice cream both were good and had unique taste ,was refreshing also.Prices are a bit high end though.Free mobile charging port availability.Roadside cafe parking by the roadside is a bit hectic at peak hours.Overall satisfied with the cafe and staffs.Thankyou"
,Santhosh K,3 months ago,Sizzling brownie with ice cream is my favourite ???Ø É??
,* Anbu,3 months ago,"Well maintained outlet, staff are humble and service oriented"
,Biswanath Panda,3 months ago,
,V. K Malik,3 months ago,
,Balasubramanian Venugopal,3 months ago,Place can hold few members only. 4 cars can be parked.
,Mohan U,3 months ago,"I have been here, drinking coffee, two times in my life so far, without knowing that those would be two of my life changing moments.
Those changes were bittersweet and emotional. É??"
,soorya ravi,3 months ago,
,Ramesh Sunderam,3 months ago,
,Jayaganesh Koduvayur,3 months ago,
,Bhagyaraj Arockiasamy,3 months ago,
,Hemanathan N,3 months ago,
,nishitha sadanandan,4 months ago,
,Priya Dolly,4 months ago,
,Santo Brighton J,4 months ago,
,Hellokids Happy Feet,4 months ago,
,Sreeram K,4 months ago,
,Mohana Albert,4 months ago,
,Rajkumar Yadav,4 months ago,
,Logeshwar Logeshwar,4 months ago,
,Anish Fathima,4 months ago,All the menu food was stimulating my taste buds. I wish I could buy all the menu foods ???Å É??
,Siva Balan,4 months ago,
,vijayakumar kabalimoorthy,4 months ago,Great work
,B Baskaran,4 months ago,Good experience
