,name,review_time,review
"S-34, Market, Block S, Green Park, New Delhi, Delhi, 110016",Mohit Trivedi,3 days ago,
"15:19,23-02-2024",Ankur sharma,2 weeks ago,Forcefully gave me coffee which I dont want to take and the cold coffee was added with extra strong flavour after deceiving me for bigger bill
,Anselm Benz,2 weeks ago,Service is good
,Sunny Singh,3 weeks ago,
,Mohd Riyaz Beg,a month ago,"I am not a fan of fancy coffee shops and CCD is non the different.

They refused me to accept credit cards and coffee quality is really bad. …"
,bhanu malik,a month ago,"Manager and staff denies your order if you choose to pay via UPI despite having a scanner on the counter . They demand cash or card . Multiple instances , kind an abrupt behaviour with no explaination . Pretty vague and awkward everytime"
,Deepak Mishra,2 months ago,
,Pratiksha Mishra,3 months ago,
,Anusha Bhadauria,3 months ago,Bad experience.
,Gaurav Jassal,4 months ago,
,Pallavi,4 months ago,
,Mehak Sharma,5 months ago,Paneer burger was really good and the paneer patty was actually different. Cafe frappe is an all time favourite for the “classic cold coffee” lovers. Must try.
,teesya vashisht,5 months ago,
,Anu Goyal,5 months ago,
,NIKHIL TIWARI,5 months ago,
,Sakshi Jadhav,5 months ago,
,KRISHNA BARMAN,5 months ago,Nyc tea an atmosphere
,NIDHI KALTA,5 months ago,"Food and Ambience is good no dought. I faced one issue that I received gift set from Coffee Day yesterday which had cup and saucer alonge with other two items of Rs. 871. I found saucer was broken when I opened it, I requested to replace …"
,Swetha Murugan,5 months ago,Very nice coffee
,Vipul Tiwari,5 months ago,"Amazing...Great place to visit with friends and family,  here we can enjoy delicious food."
,Mayur Prajapati,5 months ago,Very nice
,Rahul kumar,5 months ago,
,Alka Suri,5 months ago,
,akshaya kumar,5 months ago,Food is tasty and cold coffee is good
,Saritha Mohan,5 months ago,"Super area with good seating arrangements, staffs are so friendly and polite. Loved the place so much"
,Aradhana Rai,5 months ago,
,Deepak Jha,5 months ago,
,Anuj Tiwari,5 months ago,Delicious and tasty
,TWO yarr Gaming,5 months ago,
,Anil Kumar,5 months ago,Delicious
,Manoj -EE-014,5 months ago,
,Ar.Shaffali Joshi,6 months ago,I always enjoy my me space at my all time favorite coffee junction.
,Leahans Raju,6 months ago,
,Shashank Satya,6 months ago,
,Dhanashri Kokate,6 months ago,
,abhay singh,6 months ago,Prices were nominal and the place is quite cozy and not crowded at all.
,Sarath,6 months ago,The food is amazing and the ambience is awesome
,Mr.Bhaskar,6 months ago,
,Shashank Gautam,6 months ago,
,Bader Unnisa,6 months ago,Nice
,Kshitiz Garg,6 months ago,Delicious coffee
,raver forever,6 months ago,Good place good ambience great food
,CHINDIT KUMAR,6 months ago,Bested coffee i ever had with garlic bread
,Dnyanda Chavan,6 months ago,
,Midhilesh,6 months ago,
,Pappu Kumar,6 months ago,
,Sang G,6 months ago,Serves delicious food.
,yusuff mukarram,6 months ago,
,Aamnaya Mishra,6 months ago,
,Mamta Joshi,6 months ago,Nice place.
,praveen chopra,6 months ago,Now days it's not worthy. Cost wise it's almost at par with Starbuck but not that much test and ambience. Personal opinion.
,Manoj Guptha,6 months ago,Super
,Varshini Varshu,6 months ago,Coffee was very tasty i love the coffee and the restaurant🤩the nice place coffe shop with friends were meet🥰most beautiful place is this …
,Meghavi Gupta,6 months ago,
,Archit Vasudev,6 months ago,Very good food and experience.
,Abhishek Verma,6 months ago,Nice work good service
,Rajdipsinh Gohel,6 months ago,Delicish
,manu mohan,7 months ago,
,VINEET KUMAR Singh,7 months ago,Nice
,Jovina Gill,7 months ago,"THERE ARE MICE IN THE SHOP I saw a big rat roaming around and I informed the staff and they didn't even look for it or do ANYTHING just resuming their work, it was near the food on display as well. horrible. never coming here again. the …"
,Puneet Pushkarna,7 months ago,"The coffee is amazing, as good as it was when CCD first opened, it's only that their seating on first floor is not normally available as there are people who are using it as a co-working space and sit leave their stuff on the tables even …"
,Satyawan Puniya,8 months ago,Good
,Karan Gairola,8 months ago,"Green Park one has polite staff most customers are regulars, lovr the whole place easy parking great"
,Loth Catholic (Bug),8 months ago,
,Achyut Tiwari,8 months ago,Ambience was good but service and food was very pathetic. There was no one to take the orders on floors other than ground floor. Worst experience ever. I guess this would be the first and last visit to CCD.
,Jayashree Mallick,8 months ago,
,Gaurav Sawhney,9 months ago,Courteous Staff and served with Care. Wonderful Food Presentation. Sizzling Sundae Brownie was awesome. Veg food options need improvement.
,Himanshu Gupta,9 months ago,
,akanksha dahiya,9 months ago,
,Mandeep Singh,9 months ago,
,Suchismita Ganguli,10 months ago,
,Rajesh Nandi,10 months ago,
,madhuri doss,11 months ago,
,Jhankrit “Actual Foodie” Sharma,11 months ago,Had cappuccino and chocolate ice cream. The staff was very nice and understanding about our coffee request as we wanted some adjustments made in the coffee. Coffee was amazing and ice as usual was amazing here. Prices were nominal and the …
,damini sharma,11 months ago,"Nice and warming place .
While fairly limited in terms of food choices.( veg options)
*Belgium chocolate cold coffee becomes my favorite and it was super delicious. …"
,Ashish Gaba,11 months ago,
,Monika Sharma,11 months ago,
,Vikas Negi,11 months ago,
,Tejal Kishnadwala,11 months ago,Good
,amit SAINI,a year ago,
,Kunal Rohatgi,a year ago,Open 24/7
,Bobby Ramakant - CNS,a year ago,"This is a nice place in this area and reasonable for conversations as well as for working etc. Coffee range of coffee of CCD is always fine for me, so welcome. Staff was friendly and attentive, thanks. …"
,Gunjan H,a year ago,
,Sandeep Thakur,a year ago,
,Sapna Yadav,a year ago,
,Sourav raj,a year ago,Had a excellent experienced. Love this cafe. Nice environment and good service.
,Татьяна Иванова,a year ago,"There is delicious coffee, good desserts"
,Garima K,a year ago,"Good food , tastes amazing.
Cold coffee is nice .
didn’t really have time to explore anything. …"
,Yujung Hwang,a year ago,I wanted to have a tall americano. The price is 190 rupees on the menu but they asked me 270 rupees. I left without buying. Don't be fooled at their menu price !
,Rohit Singh,a year ago,
,Bhavya Hans,a year ago,
,Nisha Panchal,a year ago,
,ivan iyer,a year ago,
,Pratham Mishra,a year ago,Not upto the mark
